"Plate Number/Position Number",Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
12G02,Prestw-941,Pentetic acid,,Oncology,Chelating 'Radioprotectant,0.024349234
03E10,Prestw-209,Metoclopramide monohydrochloride,,Central Nervous System,Antiemetic,0.024225664
09F02,Prestw-1353,Tylosin,,Infectiology,Antibacterial,0.023414055
16F11,Prestw-1782,Ritonavir,,Infectiology,Antiviral,0.02322073
04B02,Prestw-251,Chlorothiazide,,Metabolism,Antihypertensive 'Diuretic,0.023011506
01B10,Prestw-19,Captopril,,Cardiovascular,Antihypertensive 'Vasodilator,0.022633246
10D04,Prestw-753,Demeclocycline hydrochloride,,Metabolism,Antibacterial,0.022526262
06B09,Prestw-418,Biotin,,Metabolism,,0.022454098
08G08,Prestw-627,Folic acid,,Metabolism,,0.022382752
03E04,Prestw-203,Flufenamic acid,,Central Nervous System,Analgesic 'Anti-inflammatory 'Antipyretic,0.022234513
06A08,Prestw-407,Adamantamine fumarate,,Infectiology,Antiviral,0.021735455
06E10,Prestw-449,Pilocarpine nitrate,,Ophthalmology,Antiglaucoma,0.021101357
08F04,Prestw-1503,Diosmin,,Cardiovascular,Vasoconstrictor,0.02051567
01A11,Prestw-10,Sulfaguanidine,,Infectiology,Antibacterial,0.020427795
01D07,Prestw-36,Troleandomycin,,Infectiology,Antibacterial,0.020193172
06C07,Prestw-426,Buflomedil hydrochloride,,Cardiovascular,Vasodilator,0.019875435
18H06,Prestw-1954,Bergenin,,Immunology 'Infectiology,Immunomodulator 'Antifungal 'Antimalarial,0.019081385
01D09,Prestw-38,Hexamethonium dibromide dihydrate,,Cardiovascular,Antihypertensive,0.018644664
11C02,Prestw-821,Azlocillin sodium salt,,Metabolism,Antibacterial,0.018539129
03D08,Prestw-197,Metaraminol bitartrate,,Cardiovascular,Antihypotensive 'Vasoconstrictor,0.018528761
04A08,Prestw-247,Albendazole,,Metabolism,Antihelmintic 'Antiparasitic,0.01845923
09E05,Prestw-1798,Mirabegron,,Neuromuscular,,0.018347407
01G10,Prestw-69,Acebutolol hydrochloride,,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive,0.018269268
07F06,Prestw-535,Methoxamine hydrochloride,,Cardiovascular,Antihypotensive 'Vasoconstrictor,0.018179511
02H11,Prestw-160,Gentamicine sulfate,,Infectiology,Antibacterial,0.01806454
03A09,Prestw-168,Nitrofurantoin,,Infectiology,Antibacterial,0.017643805
09B09,Prestw-658,Suxibuzone,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.017635564
01C09,Prestw-28,Ethambutol dihydrochloride,,Infectiology,Antibacterial,0.017471552
07B05,Prestw-494,Propylthiouracil,,Metabolism,Antihyperthyroid,0.017367397
07D05,Prestw-514,Pyrazinamide,,Infectiology,Antibacterial,0.017012097
06G03,Prestw-462,Cefixime,,Infectiology,Antibacterial,0.016958586
03E11,Prestw-210,Fenbendazole,,Infectiology,Antihelmintic,0.016869469
04A09,Prestw-248,Clonidine hydrochloride,,Cardiovascular 'Central Nervous System,Analgesic 'Antihypertensive 'Sedative 'Anti-infiammatory,0.016558279
09D09,Prestw-1349,Tazobactam,,Infectiology,Antibacterial,0.01650499
09E06,Prestw-1508,Ibutilide fumarate,,Cardiovascular,Antiarrhythmic,0.016463117
18H02,Prestw-2023,Fipronil,,Infectiology,Insecticide,0.016292873
09C11,Prestw-1173,Irsogladine maleate,,Metabolism,Antiulcer,0.016044386
03A07,Prestw-166,Mafenide hydrochloride,,Infectiology 'Metabolism,Antibacterial 'Antiseptic 'Anti-infiammatory,0.015265487
04A07,Prestw-246,Pinacidil monohydrate,,Cardiovascular,Antihypertensive 'Vasodilator 'Anti-infiammatory,0.015257629
18B02,Prestw-1939,Lobenzarit disodium,,Immunology,Anti-inflammatory 'Antiarthritic,0.015257141
09B03,Prestw-652,Picrotoxinin,,Central Nervous System,Analeptic,0.014997557
05A05,Prestw-324,Phenylpropanolamine hydrochloride,,Respiratory,Antihypotensive 'Nasal Decongestant 'Vasoconstrictor,0.014978503
01C07,Prestw-26,Cimetidine,,Gastroenterology,Antiulcer,0.014468385
09B10,Prestw-659,6-Furfurylaminopurine,,Dermatology,,0.014034476
01F10,Prestw-59,Pheniramine maleate,,Allergology Central Nervous System,Antihistaminic 'Antitussive 'Sedative,0.013952215
01E07,Prestw-46,Naphazoline hydrochloride,,Cardiovascular,Nasal Decongestant 'Vasoconstrictor,0.013623744
09E09,Prestw-688,Estropipate piperazine salt,,Endocrinology,Contraceptive,0.013573871
09F09,Prestw-698,Tetrahydrozoline hydrochloride,,Cardiovascular,Nasal Decongestant 'Vasoconstrictor,0.013448252
10D09,Prestw-758,Ribostamycin sulfate salt,,Metabolism,Antibacterial,0.013139748
07H05,Prestw-554,Tolazamide,,Metabolism,Antidiabetic,0.013103798
09H02,Prestw-711,Sulfabenzamide,,Infectiology,Antibacterial,0.012987647
07C02,Prestw-501,Vigabatrin hydrochloride,,Central Nervous System,Anticonvulsant 'Antiepileptic,0.012951527
11H04,Prestw-873,Theophylline monohydrate,,Cardiovascular 'Central Nervous System 'Respiratory,Bronchodilator 'CNS Stimulant 'Diuretic 'Vasodilator,0.012509937
08F07,Prestw-616,Demecarium bromide,,Ophthalmology,Antiglaucoma,0.012380529
06G04,Prestw-463,Metrizamide,,Diagnostic,Contrastant,0.012350811
16A10,Prestw-1784,Ubenimex,,Oncology 'Immunology,Antineoplastic 'Immunomodulator,0.012216766
01A08,Prestw-7,Amiloride hydrochloride dihydrate,,Metabolism,Antihypertensive 'Diuretic,0.012169085
10C03,Prestw-742,Sulfamethizole,,Metabolism,Antibacterial,0.011987018
06F10,Prestw-1251,Butalbital,,Central Nervous System,Hypnotic 'Sedative,0.011505348
05G09,Prestw-388,Dequalinium dichloride,,Infectiology,Antibacterial 'Antiseptic 'Antifungal,0.011370009
06A02,Prestw-401,Testosterone propionate,,Endocrinology,Anabolic,0.011082616
10F11,Prestw-780,Cinoxacin,,Metabolism,Antibacterial,0.01038143
13G11,Prestw-1030,Torsemide,,Cardiovascular,Antihypertensive 'Diuretic,0.010373489
06C10,Prestw-1505,Valacyclovir hydrochloride,,Infectiology,Antiviral,0.010194879
08G10,Prestw-1178,Aniracetam,,Central Nervous System,Anti-Alzheimer,0.010068904
10D10,Prestw-759,Methacholine chloride,,Diagnostic,Diagnostic,0.009846234
09F05,Prestw-694,Sulfamerazine,,Infectiology,Antibacterial,0.009386559
09B05,Prestw-654,Benfotiamine,,Metabolism,,0.009051574
10H06,Prestw-795,Isocarboxazid,,Central Nervous System,Antidepressant 'Detoxifying agents for antineoplastic treatment,0.009022856
08H08,Prestw-1427,Levetiracetam,,Central Nervous System,Anticonvulsant,0.008913092
01G02,Prestw-61,Morantel tartrate,,Infectiology,Antihelmintic,0.007992805
01F02,Prestw-1795,Mupirocin,,Infectiology,Antibacterial,0.00794588
10B08,Prestw-1702,Trimetozine,,Central Nervous System,Sedative,0.007911295
01D10,Prestw-39,Diflunisal,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic 'Uricosuric,0.006631995
01A09,Prestw-8,Amprolium hydrochloride,,Infectiology 'Metabolism,Anticoccidial Antiparasitic,0.006303523
10A05,Prestw-724,Sulfamethoxypyridazine,,Infectiology,Antibacterial,0.00581168
09H06,Prestw-715,Sulfachloropyridazine,,Infectiology,Antibacterial,0.005743597
03D10,Prestw-199,Prilocaine hydrochloride,,Neuromuscular,Local anesthetic,0.005641593
03B04,Prestw-173,Tranylcypromine hydrochloride,,Central Nervous System,Antidepressant,0.005475664
12E03,Prestw-922,Thioperamide maleate,,Central Nervous System,Antiemetic,0.004510976
05H07,Prestw-396,Etoposide,,Oncology,Antineoplastic,0.00429931
15E03,Prestw-1830,Dexrazoxane hydrochloride,,Cardiovascular,Chemoprotectant,0.004263358
09D10,Prestw-1285,Ibandronate sodium,,Metabolism,Antiosteoporetic,0.004194291
08A09,Prestw-1174,Acarbose,,Endocrinology,Antidiabetic,0.004156479
15B04,Prestw-1246,Bromhexine hydrochloride,,Respiratory,Expectorant,0.004110184
01A05,Prestw-4,Metformin hydrochloride,,Endocrinology,Anorectic 'Antidiabetic 'Antilipemic 'Antineoplastic,0.002690337
01B05,Prestw-14,Sulfacetamide sodic hydrate,,Dermatology 'Infectiology,Antibacterial Antipsoriatic,0.002361866
01B11,Prestw-20,Minoxidil,,Cardiovascular,Anti-alopecia 'Antihypertensive 'Vasodilator,0.002314942
19F10,Prestw-1990,Rimonabant,,Metabolism,Anorectic,0.000816769
02H02,Prestw-151,Erythromycin,,Infectiology 'Metabolism,Antibacterial 'Anti-inflammatory,0.000525448
08F03,Prestw-1501,Fenipentol,,Metabolism,Choleretic,0.00046677
08C06,Prestw-1500,Voriconazole,,Infectiology 'Metabolism,Antifungal,6.66815E-05
02F11,Prestw-140,Tetracycline hydrochloride,,Infectiology,Antibacterial,-0.000199308
10A06,Prestw-725,Deferoxamine mesylate,,Diagnostic,Chelating,-0.00032249
10B02,Prestw-731,Sulfaquinoxaline sodium salt,,Infectiology,Antibacterial,-0.000445997
01C04,Prestw-23,Sulfadiazine,,Infectiology,Antibacterial,-0.000641301
01D02,Prestw-31,Chloramphenicol,,Infectiology,Antibacterial,-0.000641301
10E10,Prestw-769,Sulfameter,,Metabolism,Antibacterial,-0.000775348
09C08,Prestw-1507,Acefylline,,Central Nervous System,CNS Stimulant,-0.001039849
09A05,Prestw-644,N-Acetyl-DL-homocysteine Thiolactone,,Respiratory,Expectorant,-0.001877312
08D08,Prestw-1183,Temozolomide,,Oncology,Antineoplastic,-0.001889309
01C10,Prestw-29,Antipyrine,,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,-0.001955187
02D10,Prestw-119,Picotamide monohydrate,,Hematology 'Thrombolytic,Anticoagulant 'Antiplatelet,-0.002446051
06E05,Prestw-1156,Oxcarbazepine,,Central Nervous System,Anticonvulsant,-0.003712993
16G06,Prestw-1772,Ampiroxicam,,Immunology 'Metabolism,Anti-inflammatory 'Analgesic,-0.00375673
02E08,Prestw-127,Isoconazole,,Infectiology 'Metabolism,Antibacterial 'Antifungal 'Antifungal 'Antibacterial,-0.003859325
07F08,Prestw-537,Piracetam,,Central Nervous System,CNS Stimulant,-0.004356653
09C04,Prestw-1365,Zileuton,,Respiratory,Antiasthmatic,-0.004389699
09E08,Prestw-1465,Tramadol hydrochloride,,Central Nervous System,Analgesic,-0.004515319
13H10,Prestw-1039,Levocabastine hydrochloride,,Allergology,Antihistaminic,-0.004749659
06B10,Prestw-419,Bisacodyl,,Gastroenterology,Laxative 'Antineoplastic,-0.005023462
01H02,Prestw-71,Todralazine hydrochloride,,Cardiovascular,Antihypertensive,-0.005099128
09E02,Prestw-1318,Pranoprofen,,Metabolism,Anti-inflammatory,-0.005143415
01H10,Prestw-79,Diphemanil methylsulfate,,Gastroenterology,Antispastic 'Antiulcer,-0.005474524
09C10,Prestw-1162,Zonisamide,,Central Nervous System,Anticonvulsant,-0.00614837
01C02,Prestw-21,Sulfaphenazole,,Infectiology,Antibacterial,-0.006178391
02A06,Prestw-85,Baclofen,,Central Nervous System,Antispastic 'Muscle relaxant 'Alcohol addiction treatment,-0.006323495
10E07,Prestw-766,Tinidazole,,Infectiology,Antiamebic 'Antibacterial,-0.006621335
19H03,Prestw-1943,Bromfenac,,Ophthalmology,Anti-inflammatory 'Analgesic,-0.006958243
02A02,Prestw-81,Metronidazole,,Infectiology 'Metabolism,Antiamebic 'Antibacterial 'Antiprotozoal 'Antibacterial,-0.007084488
02D04,Prestw-113,Ciprofloxacin hydrochloride monohydrate,,Infectiology 'Metabolism,Antibacterial 'Antiprotozoal,-0.007265677
18H09,Prestw-1983,Arotinolol hydrochloride,,Cardiovascular,Antiarrhythmic,-0.00772816
09D05,Prestw-1447,Nalidixic acid sodium salt,,Infectiology,Antibacterial,-0.007948915
01C11,Prestw-30,"Antipyrine, 4-hydroxy",,Metabolism,,-0.008336918
08D10,Prestw-1132,Celiprolol hydrochloride,,Cardiovascular,Antianginal 'Antihypertensive,-0.008424094
01B08,Prestw-17,Levodopa,,Central Nervous System,Antiparkinsonian,-0.008759238
06A06,Prestw-405,Pepstatin A,,Infectiology,Antiviral,-0.009250779
10E11,Prestw-770,Isopropamide iodide,,Metabolism,Antiulcer,-0.009585498
01D06,Prestw-35,Dapsone,,Infectiology,Antibacterial 'Antimalarial,-0.009603879
08B05,Prestw-574,Dacarbazine,,Oncology,Antineoplastic,-0.010602356
03C11,Prestw-190,Tolbutamide,,Endocrinology,Antidiabetic,-0.011117257
09A06,Prestw-645,Flurandrenolide,,Dermatology 'Endocrinology,Anti-inflammatory 'Antipruritic,-0.011298765
10D02,Prestw-751,Terazosin hydrochloride,,Cardiovascular,Antihypertensive,-0.011314592
01B09,Prestw-18,Idoxuridine,,Infectiology,Antiviral,-0.01138701
09A02,Prestw-641,Sulmazole,,Cardiovascular,Cardiotonic,-0.011466257
07C05,Prestw-504,Etifenin,,Diagnostic,Chemosensitizer,-0.011564165
01C08,Prestw-27,Doxylamine succinate,,Allergology 'Central Nervous System,Anti-anorectic 'Antiemetic 'Antihistaminic 'Antitussive 'Sedative,-0.011574708
08F09,Prestw-1127,Acipimox,,Metabolism,Antilipemic,-0.012069349
10E09,Prestw-768,Vidarabine,,Metabolism,Antiviral,-0.012384984
05H09,Prestw-398,Oxantel pamoate,,Infectiology,Antihelmintic,-0.013401819
08F06,Prestw-1604,(-) Emtricitabine,,Infectiology,Antiviral,-0.013402978
01E11,Prestw-50,Lidocaine hydrochloride,,Cardiovascular 'Neuromuscular,Antiarrhythmic 'Local anesthetic,-0.013639385
04H06,Prestw-315,Minocycline hydrochloride,,Infectiology,Antibacterial,-0.013906953
01B06,Prestw-15,Heptaminol hydrochloride,,Cardiovascular,Analeptic 'Positive inotropic 'Vasodilator,-0.014530951
08A03,Prestw-1839,Pomalidomide,,Oncology 'Immunology,Antineoplastic 'Anti-angiogenesis 'Immunomodulator,-0.014736608
08A02,Prestw-1188,Ziprasidone  hydrochloride,,Central Nervous System,Antipsychotic,-0.014825517
08B09,Prestw-1158,Ropinirole hydrochloride,,Central Nervous System,Antiparkinsonian,-0.015314514
08A10,Prestw-1403,Entacapone,,Central Nervous System,Antiparkinsonian,-0.015892421
03F11,Prestw-220,Indapamide,,Metabolism,Antihypertensive 'Diuretic,-0.016205752
08A11,Prestw-1449,Nicotinamide,,Dermatology,Vitamin,-0.016336964
13H07,Prestw-1036,Alcuronium chloride,,Neuromuscular,Muscle relaxant,-0.01685692
06E11,Prestw-450,Dicloxacillin sodium salt hydrate,,Infectiology,Antibacterial,-0.016902222
08D03,Prestw-1407,Etofenamate,,Metabolism,Anti-inflammatory,-0.017181596
19G11,Prestw-1953,Oseltamivir phosphate,,Infectiology,Antiviral,-0.017466289
01E02,Prestw-41,Procaine hydrochloride,,Neuromuscular,Local anesthetic,-0.017487194
09B06,Prestw-655,Halcinonide,,Dermatology 'Endocrinology,Anti-inflammatory 'Antipruritic 'Antineoplastic,-0.017789099
12C03,Prestw-1512,Abacavir sulfate,,Infectiology,Antiviral,-0.018075275
01E03,Prestw-42,Moxisylyte hydrochoride,,Cardiovascular,Erectile dysfunction treatment 'Vasodilator,-0.019129551
01G09,Prestw-68,Isoxsuprine hydrochloride,,Cardiovascular,Vasodilator,-0.020678059
10F03,Prestw-772,Leflunomide,,Immunology,Immunosuppressant 'Antineoplastic,-0.020701107
01D04,Prestw-33,Diprophylline,,Cardiovascular 'Respiratory,Analeptic 'Antispastic 'Bronchodilator 'Diuretic,-0.021663473
08B03,Prestw-572,Mometasone furoate,,Endocrinology,Anti-inflammatory,-0.021938208
08E06,Prestw-1121,Carbadox,,Infectiology,Antibacterial,-0.021982663
06B06,Prestw-1147,Modafinil,,Central Nervous System,CNS Stimulant,-0.022228641
01B07,Prestw-16,Sulfathiazole,,Infectiology,Antibacterial,-0.022601963
02H06,Prestw-155,Paclitaxel,,Oncology,Antineoplastic,-0.023500208
09D11,Prestw-1363,Warfarin,,Hematology,Anticoagulant,-0.023818829
09C03,Prestw-1477,"D,L-Penicillamine",,Central Nervous System,Analgesic,-0.024028195
11E09,Prestw-848,Iodixanol,,Diagnostic,Contrastant,-0.024733679
18F08,Prestw-2068,Chlormidazole,,Dermatology,Antifungal,-0.02569414
03G03,Prestw-222,Antimycin A,,Infectiology 'Metabolism,Antibacterial 'Antifungal 'Antidiabetic,-0.025995575
18A09,Prestw-1934,Cianidanol,,Immunology,Immunostimulant,-0.027327411
09F06,Prestw-1170,Venlafaxine,,Central Nervous System,Antidepressant,-0.029471701
01B02,Prestw-11,Meticrane,,Metabolism,Antihypertensive 'Diuretic,-0.030391428
08A06,Prestw-565,Atropine sulfate monohydrate,,Ophthalmology,Antispastic 'Mydriatic,-0.030962436
10A04,Prestw-723,Phenethicillin potassium salt,,Infectiology,Antibacterial,-0.032516588
02B11,Prestw-100,Nocodazole,,Oncology,Antineoplastic,-0.032704608
06A04,Prestw-403,(L) Thyroxine,,Endocrinology 'Metabolism,Antihypothyroid 'Antilipemic 'Hypocholesterolemic 'Lipid-lowering 'Antineoplastic,-0.032966026
08E03,Prestw-1182,Tizanidine hydrochloride,,Metabolism,Muscle relaxant,-0.033851967
06E09,Prestw-1815,Pitavastatin calcium,,Metabolism,Hypocholesterolemic 'Antifungal,-0.036812885
12G06,Prestw-945,Salmeterol,,Respiratory,Bronchodilator,-0.036972438
04A10,Prestw-249,Bupropion hydrochloride,,Central Nervous System,Antidepressant,-0.038069035
16E03,Prestw-1720,Anagrelide,,Hematology,Thrombolytic,-0.039312548
07H04,Prestw-553,Pentamidine isethionate,,Infectiology,Antifungal 'Antiparasitic 'Antiprotozoal,-0.041206328
07D02,Prestw-511,Fluoxetine hydrochloride,,Central Nervous System,Antidepressant,-0.041409356
06F07,Prestw-456,Meclocycline sulfosalicylate,,Infectiology,Antibacterial,-0.041885665
08A05,Prestw-1491,Pentobarbital,,Central Nervous System,Anesthetic 'Hypnotic 'Sedative,-0.041987108
11F04,Prestw-853,Liothyronine,,Endocrinology,,-0.042210704
06H11,Prestw-1385,Closantel,,Infectiology 'Metabolism,Antihelmintic 'Antiparasitic 'Antifungal,-0.043069314
18B11,Prestw-1956,Tiaramide Hydrochloride,,Central Nervous System 'Metabolism 'Respiratory,Anti-inflammatory 'Analgesic 'Bronchodilator,-0.043779628
08A04,Prestw-1322,Pyridostigmine iodide,,Central Nervous System,,-0.044076461
15F11,Prestw-1241,Bifonazole,,Infectiology 'Metabolism,Antifungal,-0.044599321
05D03,Prestw-352,Dobutamine hydrochloride,,Cardiovascular,Analeptic 'Cardiotonic 'Positive inotropic,-0.044610421
18H07,Prestw-1958,Nepafenac,,Ophthalmology,Analgesic 'Anti-inflammatory,-0.045213719
07D08,Prestw-517,Nystatine,,Infectiology,Antifungal,-0.047449454
18H08,Prestw-2020,Voglibose,,Metabolism,Antidiabetic,-0.048002231
17A06,Prestw-358,Cephalexin monohydrate,,Infectiology,Antibacterial,-0.04836953
19E04,Prestw-2059,Etravirine,,Infectiology,Antiviral,-0.050451186
08B07,Prestw-576,Acetopromazine maleate salt,,Central Nervous System,Antiemetic 'Antipsychotic 'Antitussive 'Sedative,-0.052033785
06B03,Prestw-1489,Amifostine,,Diagnostic,,-0.054229431
15D04,Prestw-1444,Mitotane,,Endocrinology 'Oncology,Antineoplastic 'Antifungal,-0.054249317
04H03,Prestw-312,Flunarizine dihydrochloride,,Central Nervous System,Anticonvulsant 'Vasodilator 'Antibacterial,-0.054627314
09E11,Prestw-1494,Irinotecan hydrochloride trihydrate,,Oncology,Antineoplastic,-0.061002163
19C03,Prestw-2071,Mitomycin C,,Oncology,Antiglaucoma,-0.061100596
11F10,Prestw-859,Fluvastatin sodium salt,,Cardiovascular,Antilipemic 'Antifungal 'Antineoplastic,-0.066632747
15A09,Prestw-1280,Mepivacaine hydrochloride,,Neuromuscular,Local anesthetic,-0.068545608
08C03,Prestw-1498,Camylofine chlorhydrate,,Gastroenterology,Anticholinergic,-0.068704156
19C07,Prestw-2075,Ticagrelor,,Cardiovascular,Anticoagulant,-0.068734244
06D09,Prestw-438,Doxorubicin hydrochloride,,Infectiology 'Oncology,Antibacterial 'Antineoplastic 'Immunosuppressant 'Antiviral 'Antineoplastic,-0.069109586
13A09,Prestw-968,Decamethonium bromide,,Neuromuscular,Muscle relaxant,-0.071361448
03B10,Prestw-179,Phenformin hydrochloride,,Endocrinology,Antidiabetic,-0.071570796
11G06,Prestw-865,Simvastatin,,Cardiovascular,Antilipemic 'Antifungal,-0.073501447
09B08,Prestw-657,Benzamil hydrochloride,,Metabolism,Antihypertensive 'Diuretic,-0.073647847
07D07,Prestw-516,Lovastatin,,Metabolism,Hypocholesterolemic 'Antifungal,-0.075721174
15E04,Prestw-1229,Aripiprazole,,Central Nervous System,Antipsychotic,-0.076561742
02G04,Prestw-143,Chlorhexidine,,Infectiology,Antibacterial 'Antiseptic 'Antifungal,-0.077422043
16H04,Prestw-1793,Raltitrexed,,Oncology,Antineoplastic,-0.07829971
09A11,Prestw-1601,Pinaverium bromide,,Neuromuscular,Antispastic,-0.07837951
16E06,Prestw-1785,Phenothiazine,,Central Nervous System 'Infectiology,Antipsychotic 'Antiemetic 'Antimigraine 'Antihelmintic,-0.079542093
01A02,Prestw-1,Azaguanine-8,,Oncology,Antineoplastic,-0.080835256
05G10,Prestw-389,Ketoconazole,,Infectiology 'Metabolism,Antifungal 'Antibacterial,-0.081183001
02G08,Prestw-147,Nicergoline,,Cardiovascular,Anti-ischemic 'Vasodilator,-0.082132956
06B11,Prestw-1242,Erlotinib,,Oncology,Antineoplastic,-0.086314766
02E02,Prestw-121,Bromocryptine mesylate,,Central Nervous System,Antiparkinsonian,-0.086372778
18D11,Prestw-2021,Inosine,,Central Nervous System,Anti-Alzheimer 'Cognitive enhancer 'Antiparkinsonian,-0.088953512
08F08,Prestw-1819,Tolvaptan,,Cardiovascular,Antihypertensive 'Diuretic,-0.089908869
16B11,Prestw-1709,Estramustine,,Oncology,Antineoplastic,-0.092084245
01B04,Prestw-13,Hydroflumethiazide,,Metabolism,Antihypertensive 'Diuretic,-0.092425605
16B08,Prestw-1732,Tolcapone,,Central Nervous System,Antiparkinsonian,-0.092735017
04H10,Prestw-319,Clofilium tosylate,,Cardiovascular,Antiarrhythmic,-0.093996998
02G05,Prestw-144,Loperamide hydrochloride,,Gastroenterology,Antidiarrheal,-0.095794604
05H08,Prestw-397,"(Z,E) Clomiphene citrate",,Endocrinology,Antineoplastic,-0.097762571
06A03,Prestw-1269,Haloprogin,,Infectiology,Antifungal,-0.097939888
06C02,Prestw-421,Suloctidil,,Neuromuscular,Antiplatelet 'Vasodilator 'Antibacterial,-0.09903899
05G06,Prestw-385,Mitoxantrone dihydrochloride,,Oncology,Antineoplastic,-0.099127947
03D06,Prestw-1231,Asenapine maleate,,Central Nervous System,Antipsychotic,-0.1
10H09,Prestw-798,Dienestrol,,Endocrinology,,-0.100115959
05B02,Prestw-1813,Lopinavir,,Infectiology,Antiviral,-0.100249506
06D06,Prestw-435,Cyclosporin A,,Immunology,Immunosuppressant,-0.100349458
07F05,Prestw-534,Atovaquone,,Infectiology,Antimalarial 'Antiprotozoal 'Antifungal,-0.100642924
06A11,Prestw-410,Amphotericin B,,Infectiology,Antibacterial 'Antifungal,-0.102547663
08G06,Prestw-1134,Cytarabine,,Oncology,Antineoplastic,-0.103334074
16G02,Prestw-1752,Epirubicin hydrochloride,,Oncology,Antineoplastic,-0.104448914
07H02,Prestw-551,Hexetidine,,Infectiology,Antifungal 'Antiseptic,-0.104500465
13A05,Prestw-964,Methacycline hydrochloride,,Metabolism 'Infectiology,Antibacterial 'Antineoplastic,-0.104667342
06A10,Prestw-409,Amiodarone hydrochloride,,Cardiovascular,Antianginal 'Antiarrhythmic 'Antibacterial,-0.105126326
05E09,Prestw-368,Bepridil hydrochloride,,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypotensive 'Vasodilator 'Antibacterial,-0.105223377
05F07,Prestw-376,Clofazimine,,Infectiology,Antibacterial,-0.105759775
04E04,Prestw-283,Homochlorcyclizine dihydrochloride,,Allergology 'Central Nervous System,Antihistaminic 'Sedative,-0.105802901
06A09,Prestw-408,Butoconazole nitrate,,Infectiology 'Metabolism,Antibacterial 'Antifungal,-0.106183156
06G07,Prestw-1400,Efavirenz,,Infectiology,Antiviral,-0.107028619
06E04,Prestw-1814,Nebivolol hydrochloride,,Cardiovascular,Antihypertensive,-0.107789536
06A05,Prestw-1288,Idebenone,,Oncology,Antineoplastic,-0.108000902
06B05,Prestw-1219,Amlodipine,,Cardiovascular,Antihypertensive,-0.108043175
19H06,Prestw-2091,Cinepazide maleate,,Cardiovascular,Vasodilator,-0.109352789
07H11,Prestw-560,Prenylamine lactate,,Cardiovascular 'Central Nervous System,Antianginal 'Anxiolytic 'Vasodilator,-0.109423907
07C08,Prestw-1159,Sibutramine hydrochloride,,Central Nervous System,,-0.110236021
06C03,Prestw-1368,Zotepine,,Central Nervous System,Antipsychotic,-0.110960024
07B06,Prestw-495,Terconazole,,Infectiology 'Metabolism,Antifungal 'Antibacterial,-0.111961763
05G02,Prestw-381,Lidoflazine,,Cardiovascular,Antianginal 'Antiarrhythmic 'Vasodilator 'Antibacterial,-0.112050259
05G04,Prestw-383,Nicardipine hydrochloride,,Cardiovascular,Antianginal 'Antihypertensive,-0.113659452
07B02,Prestw-491,Metixene hydrochloride,,Central Nervous System 'Neuromuscular,Antiparkinsonian 'Antispastic,-0.114702648
07D04,Prestw-513,Norcyclobenzaprine,,Gastroenterology,Antiulcer,-0.115768548
02F09,Prestw-138,Terfenadine,,Allergology,Antihistaminic 'Antipruritic 'Antibacterial,-0.115870341
13A06,Prestw-1415,Floxuridine,,Oncology,Antineoplastic 'Antiviral,-0.115900432
02B08,Prestw-97,Disulfiram,,Metabolism,Antabuse effect 'Antifungal,-0.11605153
01B03,Prestw-12,Benzonatate,,Neuromuscular,Antitussive 'Local anesthetic,-0.116216322
05E05,Prestw-364,Metergoline,,Central Nervous System,Antiprolactin,-0.116487732
01F04,Prestw-53,Triflupromazine hydrochloride,,Central Nervous System,Antiemetic 'Antipsychotic 'Anxiolytic,-0.117670981
01G08,Prestw-67,Miconazole,,Infectiology 'Metabolism,Antifungal 'Antifungal 'Antineoplastic 'Antibacterial,-0.119313338
10H08,Prestw-797,Methotrimeprazine maleate salt,,Central Nervous System,Analgesic 'Antiemetic 'Sedative,-0.120124056
02G07,Prestw-146,Tamoxifen citrate,,Endocrinology,Antineoplastic,-0.120798681
02B06,Prestw-95,Lynestrenol,,Endocrinology,Contraceptive,-0.121161059
08C10,Prestw-1130,Azelastine hydrochloride,,Immunology,Antihistaminic,-0.122049344
02F07,Prestw-136,Astemizole,,Allergology,Antihistaminic 'Antibacterial,-0.122465619
10C11,Prestw-1822,Dronedarone hydrochloride,,Cardiovascular,Antiarrhythmic,-0.122882374
02G10,Prestw-149,Thioproperazine dimesylate,,Central Nervous System,Antiemetic 'Antipsychotic,-0.122936711
01F09,Prestw-58,Oxethazaine,,Neuromuscular,Local anesthetic,-0.123254996
05C04,Prestw-343,Desipramine hydrochloride,,Central Nervous System,Antidepressant 'CNS Stimulant,-0.12341214
13D10,Prestw-999,Proguanil hydrochloride,,Metabolism,Antimalarial,-0.123505715
14G11,Prestw-1110,Parbendazole,,Infectiology,Antifungal,-0.12484787
08H11,Prestw-1341,Sertindole,,Central Nervous System,Antipsychotic,-0.125072238
02C04,Prestw-103,Cyproheptadine hydrochloride,,Allergology 'Central Nervous System,Antihistaminic 'Antipruritic 'Sedative,-0.125183454
