SMILES,CHEMBL_ID,CHEMBL_COMPOUND_NAME,CHEMBL_MAX_PHASE,Plate Number/Position Number,Prestw number,Chemical name,Structure,Broad Therapeutic class,Reported therapeutic effect,Inhibition Index
CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,CHEMBL515914,AZARIBINE,4,18D06,Prestw-2008,Azaribine,nan,Oncology 'Dermatology,Antineoplastic 'Antipsoriatic,0.941879457
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL989,FLUOCINOLONE ACETONIDE,4,15E06,Prestw-1419,Fluocinolone acetonide,nan,Metabolism,Anti-inflammatory,0.9397513470000001
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,CHLORPROMAZINE,4,19B04,Prestw-1998,Chlorpromazine Sulfoxide,nan,Central Nervous System,Antiemetic 'Antipsychotic,0.938011953
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL869,NITROFURAZONE,4,07B03,Prestw-492,Nitrofural,nan,Infectiology,Antibacterial 'Antidotes,0.935919127
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,CHEMBL1405,ESTRONE,4,12D05,Prestw-914,Estrone,nan,Endocrinology,Menopausal symptoms,0.9302837709999999
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL90593,PRASTERONE,4,17F03,Prestw-1891,Prasterone,nan,Endocrinology,Erectile dysfunction treatment,0.9294765840000001
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,CHEMBL1771,CLOPIDOGREL,4,16E04,Prestw-1701,Clopidogrel,nan,Cardiovascular,Antiplatelet,0.927853044
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL1256696,CARBETAPENTANE CITRATE,4,05G08,Prestw-387,Carbetapentane citrate,nan,Central Nervous System 'Neuromuscular,Antispastic 'Antitussive 'Local anesthetic,0.9224173659999999
CNCC(O)c1ccc(O)cc1,CHEMBL33720,OXEDRINE,0,14E09,Prestw-1088,Synephrine,nan,Cardiovascular,Vasoconstrictor,0.9174903190000001
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,CHEMBL1200761,CHLOROTRIANISENE,4,10D08,Prestw-757,Chlorotrianisene,nan,Endocrinology,Antineoplastic,0.91630358
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,CHEMBL1769,PROPOXYCAINE HYDROCHLORIDE,4,14B10,Prestw-1059,Propoxycaine hydrochloride,nan,Central Nervous System,Anesthetic,0.916052001
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,CHEMBL18331,PIRENPERONE,0,07F02,Prestw-531,Pirenperone,nan,Central Nervous System,Anxiolytic,0.915667033
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,CHEMBL1086,DIBUCAINE,4,01H07,Prestw-76,Dibucaine,nan,Neuromuscular,Local anesthetic,0.909459195
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,CHEMBL329522,EXIFONE,4,18B06,Prestw-1945,Exifone,nan,Central Nervous System,CNS Stimulant 'Nootropic,0.909214038
CN(C)CCC=C1c2ccccc2COc2ccccc21.Cl,CHEMBL1628234,DOXEPIN HYDROCHLORIDE,4,04C04,Prestw-263,Doxepin hydrochloride,nan,Allergology 'Central Nervous System,Anticonvulsant 'Antidepressant 'Antipruritic 'Antispastic 'Muscle relaxant,0.908554277
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,CHEMBL1657,TAZAROTENE,4,07H10,Prestw-1817,Tazarotene,nan,Dermatology,Antipsoriatic 'Antiacneic,0.900084595
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,CHEMBL28218,BROMPERIDOL,4,07C10,Prestw-509,Bromperidol,nan,Central Nervous System,Antipsychotic,0.895922511
Cl,CHEMBL1231821,HYDROCHLORIC ACID,0,13C02,Prestw-981,Nitrocaramiphen hydrochloride,nan,Central Nervous System,nan,0.894640607
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL110691,CHLORMADINONE ACETATE,4,13C10,Prestw-1374,Chlormadinone acetate,nan,Endocrinology,Antineoplastic,0.8914061759999999
Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,CHEMBL1529,DIPHENIDOL HYDROCHLORIDE,4,04B03,Prestw-252,Diphenidol hydrochloride,nan,Central Nervous System,Antiemetic 'Antivertigo,0.890445223
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,CHEMBL822,TERBINAFINE,4,16F04,Prestw-1750,Terbinafine,nan,Infectiology,Antifungal,0.889102526
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,CHEMBL11662,OZAGREL,3,13B10,Prestw-979,Ozagrel hydrochloride,nan,Cardiovascular,Antianginal,0.888696248
CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CHEMBL2105616,SPAGLUMIC ACID,0,14F02,Prestw-1091,Spaglumic acid,nan,Allergology 'Cardiovascular,Antiallergic 'Vasodilator,0.8884473540000001
CC(C)NCC(O)c1ccc2ccccc2c1.Cl,CHEMBL1876082,PRONETALOLHYDROCHLORIDE,0,13B05,Prestw-974,Pronethalol hydrochloride,nan,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive,0.885811485
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,CHEMBL127508,AZACYCLONOL,0,02B04,Prestw-93,Azacyclonol,nan,Central Nervous System,Antipsychotic,0.883749162
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,CHEMBL865,VALDECOXIB,4,16F09,Prestw-1759,Valdecoxib,nan,Metabolism 'Immunology,Antiarthritic 'Anti-inflammatory,0.882713128
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,CHEMBL1528134,BENZYDAMINE HYDROCHLORIDE,4,04F08,Prestw-297,Benzydamine hydrochloride,nan,Central Nervous System 'Metabolism,Analgesic 'Anti-inflammatory 'Antipyretic,0.880890445
O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O.[Na+].[Na+],CHEMBL1520188,CLODRONATE DISODIUM,3,17C03,Prestw-1381,Clodronate disodium,nan,Neuromuscular,Antiosteoporetic,0.880274201
CCN(CC)CCc1nc(-c2ccccc2)no1,CHEMBL1620875,OXOLAMINE,3,11C07,Prestw-826,Oxolamine citrate salt,nan,Central Nervous System 'Metabolism 'Respiratory,Anti-inflammatory 'Antispastic 'Antitussive,0.873654085
O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,CHEMBL1138,EZETIMIBE,4,16B03,Prestw-1762,Ezetimibe,nan,Metabolism,Hypocholesterolemic,0.873010708
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CHEMBL1201131,PIPERONYL BUTOXIDE,4,17H02,Prestw-1915,Piperonyl butoxide,nan,Dermatology,Antiparasitic,0.8722788140000001
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,CHEMBL24778,SILODOSIN,4,16A03,Prestw-1749,Silodosin,nan,Cardiovascular,Antihypertensive,0.8701709759999999
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,CHEMBL1200527,ATRACURIUM BESYLATE,4,01A06,Prestw-5,Atracurium besylate,nan,Neuromuscular,Curarizing,0.869291831
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,CHEMBL1498,DESOXYCORTICOSTERONE,0,12H08,Prestw-957,Deoxycorticosterone,nan,Endocrinology,Anti-inflammatory,0.868021005
CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL27,PROPRANOLOL,4,14D06,Prestw-1075,(R) Propranolol hydrochloride,nan,Cardiovascular,Antianginal 'Antiarrhythmic 'Antihypertensive 'Antimigraine 'Antineoplastic,0.866042781
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL1741,CLARITHROMYCIN,4,15E09,Prestw-1378,Clarithromycin,nan,Infectiology,Antibacterial,0.8598452940000001
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CHEMBL191,LOSARTAN,4,15F06,Prestw-1433,Losartan,nan,Cardiovascular,Antihypertensive,0.8591304790000001
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl,CHEMBL1889091,CHLORCYCLIZINE HYDROCHLORIDE,1,09G07,Prestw-706,Chlorcyclizine hydrochloride,nan,Allergology 'Central Nervous System,Antiemetic 'Antihistaminic 'Sedative,0.857275455
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,"CHEMBL1200450,CHEMBL3188034",TRIPROLIDINE HYDROCHLORIDE,"0,4",04C03,Prestw-262,Triprolidine hydrochloride,nan,Allergology 'Central Nervous System,Antihistaminic 'Sedative,0.8569284640000001
CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,CHEMBL592943,TINORIDINE,3,18F07,Prestw-2066,Tinoridine hydrochloride,nan,Rheumatology,Anti-inflammatory 'Analgesic 'Antipyretic,0.8504561209999999
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,CHEMBL1315492,ALTRENOGEST,0,16B09,Prestw-1716,Altrenogest,nan,Endocrinology,Progestogen,0.85041117
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CHEMBL557555,CIPROFIBRATE,4,14D07,Prestw-1076,Ciprofibrate,nan,Metabolism,Hypocholesterolemic,0.84977872
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,CHEMBL1201035,BIPERIDEN HYDROCHLORIDE,4,07C03,Prestw-502,Biperiden hydrochloride,nan,Central Nervous System,Antiparkinsonian 'Antineoplastic,0.849530497
CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,CHEMBL290960,NIFURTIMOX,4,13G05,Prestw-1024,Nifurtimox,nan,Infectiology,Antiparasitic,0.840791707
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,"CHEMBL3989406,CHEMBL577",ENALAPRILAT,4,16E07,Prestw-1769,Enalaprilat dihydrate,nan,Cardiovascular,Antihypertensive,0.8391114
COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,CHEMBL1200522,AVOBENZONE,4,16C07,Prestw-1721,Avobenzone,nan,Dermatology,Cytoprotectant,0.8383423059999999
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,CHEMBL1633,KETOTIFEN FUMARATE,4,05F02,Prestw-371,Ketotifen fumarate,nan,Allergology,Antihistaminic,0.8369838190000001
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,CHEMBL1472975,PEROSPIRONE,0,16D05,Prestw-1770,Perospirone hydrochloride,nan,Central Nervous System,Antipsychotic,0.835561735
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,CHEMBL1324326,,0,06F06,Prestw-455,"Mebhydroline 1,5-naphtalenedisulfonate",nan,Allergology,Antihistaminic,0.83439486
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL52440,DEXTROMETHORPHAN,4,05D10,Prestw-359,Dextromethorphan hydrobromide monohydrate,nan,Central Nervous System,Antitussive,0.83318027
Nc1nc2[nH]cnc2c(=S)[nH]1,CHEMBL727,THIOGUANINE,4,17H04,Prestw-1917,Tioguanine,nan,Oncology,Antineoplastic,0.832199372
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,CHEMBL404215,PRIDINOL,0,10H10,Prestw-799,Pridinol methanesulfonate salt,nan,Central Nervous System,Antiparkinsonian,0.831495598
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,CHEMBL3544908,AZATADINE MALEATE,4,16C11,Prestw-1722,Azatadine maleate,nan,Allergology,Antihistaminic,0.829645625
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CHEMBL373204,ALPHA-CYPERMETHRIN,0,18E08,Prestw-2039,Cypermethrin,nan,Infectiology,Antiparasitic 'Ectoparasiticide,0.829263435
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,CHEMBL1593906,LEVOPROPOXYPHENE NAPSYLATE,4,14B05,Prestw-1054,Levopropoxyphene napsylate,nan,Central Nervous System 'Respiratory,Analgesic 'Antitussive,0.8215655540000001
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,CHEMBL1564,DIPHENYLPYRALINE HYDROCHLORIDE,4,09G08,Prestw-707,Diphenylpyraline hydrochloride,nan,Allergology 'Central Nervous System,Antihistaminic 'Antipruritic 'Sedative,0.8197571359999999
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,CHEMBL1200561,DOXAZOSIN MESYLATE,4,11F09,Prestw-858,Doxazosin mesylate,nan,Cardiovascular,Antihypertensive,0.818933444
NCCCC(O)(P(=O)([O-])O)P(=O)(O)O.[Na+],CHEMBL675,ALENDRONATE SODIUM,4,08H02,Prestw-1210,Alendronate sodium,nan,Metabolism,Antiosteoporetic,0.816870416
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,CHEMBL480,LANSOPRAZOLE,4,14D03,Prestw-1072,Lansoprazole,nan,Metabolism,Antiulcer 'Antibacterial,0.8150931220000001
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,CHEMBL188185,BUNAZOSIN,3,19B03,Prestw-1997,Bunazosin hydrochloride,nan,Ophthalmology 'Cardiovascular,Antiglaucoma 'Antihypertensive,0.815072528
CCNCC(O)c1cccc(O)c1,CHEMBL86882,ETILEFRINE,4,13F08,Prestw-1017,Etilefrine hydrochloride,nan,Cardiovascular,Vasoconstrictor,0.813473881
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,CHEMBL1201237,LEVOBUNOLOL,4,11F08,Prestw-857,(+) Levobunolol hydrochloride,nan,Ophthalmology,Antiglaucoma,0.8130568890000001
Cc1cccc(C)c1NC(=O)C(C)N.Cl,CHEMBL1200773,TOCAINIDE HYDROCHLORIDE,4,13G08,Prestw-1027,Tocainide hydrochloride,nan,Cardiovascular 'Central Nervous System,Anesthetic 'Antiarrhythmic,0.8115944140000001
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O,CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,4,02B03,Prestw-92,Zimelidine dihydrochloride monohydrate,nan,Central Nervous System,Antidepressant,0.807396133
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL32,MOXIFLOXACIN,4,15H03,Prestw-1446,Moxifloxacin,nan,Infectiology,Antibacterial,0.805570448
CCCCCCOc1ccccc1C(N)=O,CHEMBL1405973,EXALAMIDE,0,17E02,Prestw-1868,Exalamide,nan,Infectiology,Antifungal 'Antibacterial,0.804318022
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1.O=C(O)C(=O)O,CHEMBL1439099,NAFRONYL OXALATE,0,05F08,Prestw-377,Nafronyl oxalate,nan,Cardiovascular 'Neuromuscular,Anti-ischemic 'Antispastic 'Vasodilator,0.803629625
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL37858,SARAFLOXACIN,0,14F09,Prestw-1339,Sarafloxacin,nan,Infectiology,Antibacterial,0.7995482209999999
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,CHEMBL1201032,RIZATRIPTAN BENZOATE,4,16B04,Prestw-1761,Rizatriptan benzoate,nan,Central Nervous System 'Cardiovascular,Antimigraine 'Vasoconstrictor,0.7991185000000001
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,CHEMBL1200914,TAMSULOSIN HYDROCHLORIDE,4,18C05,Prestw-1962,(R)-Tamsulosin hydrochloride,nan,Neuromuscular,Muscle relaxant,0.7987491529999999
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,"CHEMBL269732,CHEMBL3989887",TACROLIMUS,4,19B10,Prestw-2004,Tacrolimus Monohydrate,nan,Immunology,Immunosuppressant,0.7968365909999999
Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1761,PROCYCLIDINE HYDROCHLORIDE,4,11E05,Prestw-844,Procyclidine hydrochloride,nan,Central Nervous System,Antiparkinsonian 'Muscle relaxant,0.787795338
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,CHEMBL456,ETHACRYNIC ACID,4,04B10,Prestw-259,Ethacrynic acid,nan,Metabolism,Diuretic,0.787693847
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,CHEMBL783,NATEGLINIDE,4,16C06,Prestw-1748,Nateglinide,nan,Endocrinology,Antidiabetic,0.7846240309999999
Cn1c([N+](=O)[O-])cnc1COC(N)=O,CHEMBL290299,RONIDAZOLE,0,14H06,Prestw-1115,Ronidazole,nan,Infectiology 'Metabolism,Antibacterial 'Antiprotozoal 'Antitrichomonal,0.778581966
CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,CHEMBL1441961,SOFALCONE,0,19D05,Prestw-2084,	Sofalcone,nan,Gastroenterology,Antiulcer,0.777799593
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,CHEMBL867,IOPANOIC ACID,4,14B03,Prestw-1052,Iopanoic acid,nan,Diagnostic,Contrastant,0.7759266090000001
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,CHEMBL1200877,FLUMETHASONE PIVALATE,4,16F07,Prestw-1712,Flumethasone pivalate,nan,Dermatology,Anti-inflammatory,0.7755723840000001
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,CHEMBL244888,NIFUROXAZIDE,4,07H06,Prestw-555,Nifuroxazide,nan,Infectiology 'Metabolism,Antibacterial 'Antineoplastic,0.774968277
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,CHEMBL1444,LETROZOLE,4,13G06,Prestw-1025,Letrozole,nan,Oncology,Antineoplastic,0.769459398
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL1201139,MEGESTROL ACETATE,4,12H07,Prestw-956,Megestrol acetate,nan,Endocrinology 'Oncology,Antineoplastic 'Contraceptive,0.768453281
O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CHEMBL1488165,PIDOTIMOD,0,16D03,Prestw-1792,Pidotimod,nan,Immunology,Immunostimulant,0.763858487
CCN(CCCc1ccccc1)CCCc1ccccc1,CHEMBL253371,ALVERINE,4,03B05,Prestw-174,Alverine citrate salt,nan,Neuromuscular,Antispastic,0.7629424779999999
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,CHEMBL1322884,PHENOTHRIN,4,18E09,Prestw-2040,Phenothrin,nan,Infectiology,Antiparasitic,0.762219655
CC(C)C[C@H](CN)CC(=O)O,CHEMBL1059,PREGABALIN,4,16E08,Prestw-1791,Pregabalin,nan,Central Nervous System,Anticonvulsant 'Anxiolytic,0.762201976
CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,CHEMBL489411,AMOROLFINE,4,16A08,Prestw-1719,Amorolfine hydrochloride,nan,Infectiology,Antifungal,0.7606046259999999
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,CHEMBL585,TRIAMTERENE,4,01D05,Prestw-34,Triamterene,nan,Metabolism,Antihypertensive 'Diuretic,0.7585969579999999
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,CHEMBL65433,IMIDUREA,0,14D02,Prestw-1071,Imidurea,nan,Infectiology,Antifungal,0.757892311
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[n-]2)c1OC,"CHEMBL1200408,CHEMBL3989559",PANTOPRAZOLE SODIUM,"0,4",16B06,Prestw-1758,Pantoprazole sodium,nan,Metabolism,Antiulcer,0.756581672
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL864,CARBINOXAMINE,4,11A02,Prestw-801,Carbinoxamine maleate salt,nan,Allergology,Antihistaminic,0.754482145
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,CHEMBL1201291,IOXAGLIC ACID,4,14C03,Prestw-1062,Ioxaglic acid,nan,Diagnostic,Contrastant,0.7532454359999999
CCOCC,CHEMBL16264,ETHER,2,11E07,Prestw-846,Ethynylestradiol 3-methyl ether,nan,Endocrinology,Contraceptive,0.752268897
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CHEMBL1017,TELMISARTAN,4,15F09,Prestw-1350,Telmisartan,nan,Cardiovascular,Antihypertensive,0.7519083000000001
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,CHEMBL1168,RAMIPRIL,4,14G08,Prestw-1107,Ramipril,nan,Cardiovascular,Antihypertensive,0.751807118
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCCC4[C@H]3CC[C@@]21C,CHEMBL2105618,ALLYLESTRENOL,4,17H07,Prestw-1921,Allylestrenol,nan,Endocrinology,Progestogen,0.743481325
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,CHEMBL1500276,OXELADIN,0,17D06,Prestw-1859,Oxeladin citrate,nan,Central Nervous System,Antitussive,0.743276315
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,CHEMBL36,PYRIMETHAMINE,4,01D08,Prestw-37,Pyrimethamine,nan,Infectiology,Antimalarial 'Antiprotozoal 'Antineoplastic,0.742126462
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,CHEMBL87708,LOFEPRAMINE,4,16F08,Prestw-1756,Lofepramine,nan,Central Nervous System,Antidepressant 'Anxiolytic 'Sedative ,0.741554754
CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl,CHEMBL1200560,GUANABENZ ACETATE,4,02B07,Prestw-96,Guanabenz acetate,nan,Central Nervous System,Antihypertensive,0.7415158270000001
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CHEMBL1773,CAPECITABINE,4,13C07,Prestw-1828,Capecitabine,nan,Oncology,Antineoplastic,0.739737603
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,CHEMBL1274,NILUTAMIDE,4,12E09,Prestw-928,Nilutamide,nan,Oncology,Antineoplastic,0.7276474540000001
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,CHEMBL2104786,PANTETHINE,3,17E10,Prestw-1887,Pantethine,nan,Cardiovascular,Antilipemic,0.726875521
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,CHEMBL1697,DILTIAZEM HYDROCHLORIDE,4,02F05,Prestw-134,Diltiazem hydrochloride,nan,Cardiovascular 'Hematology 'Metabolism,Antianginal 'Antiarrhythmic 'Antihypertensive 'Antiplatelet 'Diuretic 'Vasodilator,0.726114765
CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CHEMBL1370,BUDESONIDE,4,07D09,Prestw-518,Budesonide,nan,Endocrinology,Anti-inflammatory 'Antineoplastic,0.7260384059999999
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-],CHEMBL1578,ANISOTROPINE METHYLBROMIDE,4,19A09,Prestw-1993,Anisotropine Methylbromide,nan,Gastroenterology,Antispastic,0.72365724
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,"CHEMBL1200876,CHEMBL3989519",DOXAPRAM HYDROCHLORIDE,"0,4",16A06,Prestw-1707,Doxapram hydrochloride,nan,Respiratory 'Cardiovascular,Analeptic 'Eupneic,0.7226232029999999
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,CHEMBL324665,CARAZOLOL,0,17H08,Prestw-1922,Carazolol,nan,Cardiovascular 'Ophthalmology,Antiglaucoma 'Antihypertensive 'Antianginal,0.7194439109999999
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CHEMBL1200964,AMITRIPTYLINE HYDROCHLORIDE,4,01H05,Prestw-74,Amitryptiline hydrochloride,nan,Central Nervous System,Antidepressant,0.718476518
CCOc1ccc(NC(=O)CC(C)O)cc1,CHEMBL1697856,BUCETIN,4,17D05,Prestw-1858,Bucetin,nan,Central Nervous System,Antipyretic 'Analgesic,0.718060094
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,CHEMBL1201204,CEFPIRAMIDE,4,16D06,Prestw-1726,Cefpiramide,nan,Infectiology,Antibacterial,0.717121221
